date;heure;ville;temperature;humidite;pluie_1h;pluie_24h
09/01/2026;05:44;Genlis;6.2;92;0;0.81
09/01/2026;05:58;Varanges;5.5;97;0;0.71
09/01/2026;05:58;Genlis;6.2;91;0;0.81
09/01/2026;06:48;Genlis;5.5;92;0;0.81
09/01/2026;07:29;Genlis;5.3;92;0;0.81
09/01/2026;07:48;Genlis;5.1;93;0;0.81
09/01/2026;08:37;Varanges;5.5;97;0;0.71
09/01/2026;08:37;Genlis;5.6;92;0;0.81
09/01/2026;09:02;Varanges;6;96;0;0.71
09/01/2026;09:02;Genlis;6.4;89;0;0.81
09/01/2026;09:43;Varanges;6.6;95;0;0.71
09/01/2026;09:43;Genlis;7;90;0;0.81
09/01/2026;09:58;Varanges;7.3;96;0;0.71
09/01/2026;09:58;Genlis;7.7;88;0;0.81
09/01/2026;10:35;Varanges;7.3;95;0.1;0.81
09/01/2026;10:35;Genlis;7.8;89;0.1;0.91
09/01/2026;10:57;Varanges;7.5;91;0.1;0.81
09/01/2026;10:57;Genlis;7.9;84;0.1;0.91
09/01/2026;11:28;Varanges;7.9;90;0;0.81
09/01/2026;11:28;Genlis;7.9;83;0;0.91
09/01/2026;11:45;Varanges;8.5;88;0;0.81
09/01/2026;11:45;Genlis;8.1;82;0;0.91
09/01/2026;12:55;Varanges;9;85;0;0.81
09/01/2026;12:55;Genlis;8.3;81;0;0.91
09/01/2026;13:41;Varanges;8;82;0;0.81
09/01/2026;13:41;Genlis;8.2;77;0;0.91
09/01/2026;13:59;Varanges;7.7;82;0;0.81
09/01/2026;13:59;Genlis;7.9;77;0;0.91
09/01/2026;14:36;Varanges;6.4;86;0;0.81
09/01/2026;14:36;Genlis;6.3;84;0.2;1.11
09/01/2026;14:57;Varanges;6;87;0;0.81
09/01/2026;14:57;Genlis;6;84;0.2;1.11
09/01/2026;15:34;Varanges;5;88;0;0.81
09/01/2026;15:34;Genlis;5.2;86;0;1.11
09/01/2026;15:57;Varanges;4.4;88;0;0.81
09/01/2026;15:57;Genlis;4.9;87;0;1.11
09/01/2026;16:39;Varanges;4;89;0;0.81
09/01/2026;16:39;Genlis;4.2;88;0;1.11
09/01/2026;17:02;Varanges;3.9;91;0;0.81
09/01/2026;17:02;Genlis;4;91;0;1.11
09/01/2026;17:40;Varanges;3.7;91;0;0.81
09/01/2026;17:40;Genlis;3.8;92;0;1.11
09/01/2026;17:55;Varanges;3.5;91;0;0.81
09/01/2026;17:55;Genlis;3.7;92;0;1.11
09/01/2026;18:40;Varanges;3;92;0;0.81
09/01/2026;18:40;Genlis;3.3;94;0;1.11
09/01/2026;20:30;Varanges;3.4;93;0;0.81
09/01/2026;20:30;Genlis;3.2;95;0;1.11
09/01/2026;20:55;Varanges;2.9;92;0;0.81
09/01/2026;20:55;Genlis;3.1;93;0;1.11
09/01/2026;21:27;Varanges;3.3;94;0;0.81
09/01/2026;21:27;Genlis;3.3;95;0;1.11
09/01/2026;21:45;Varanges;3.5;93;0;0.81
09/01/2026;21:45;Genlis;2.9;93;0.3;1.41
09/01/2026;22:26;Varanges;2.7;93;0;0.81
09/01/2026;22:26;Genlis;2.3;95;0.4;1.52
09/01/2026;22:47;Varanges;2.6;93;0;0.81
09/01/2026;22:47;Genlis;2.3;96;0;1.52
09/01/2026;23:25;Varanges;2.8;94;0;0
09/01/2026;23:25;Genlis;2.7;96;0;0
09/01/2026;23:43;Varanges;2.8;94;0;0
09/01/2026;23:43;Genlis;2.6;95;0;0
09/01/2026;23:55;Varanges;2.9;94;0;0
09/01/2026;23:55;Genlis;2.6;95;0;0
10/01/2026;02:03;Varanges;2.4;94;0;0
10/01/2026;02:03;Genlis;2.3;96;0;0
10/01/2026;03:41;Varanges;2.6;94;0.1;0.1
10/01/2026;03:41;Genlis;2.7;95;0.2;0.2
10/01/2026;04:21;Varanges;2;94;0;0.1
10/01/2026;04:21;Genlis;2.1;95;0.1;0.2
10/01/2026;04:55;Varanges;2;95;0;0.1
10/01/2026;04:55;Genlis;2.1;96;0;0.2
10/01/2026;05:27;Varanges;2.1;95;0.1;0.2
10/01/2026;05:27;Genlis;2.2;96;0;0.2
10/01/2026;05:46;Varanges;2.2;95;0.1;0.2
10/01/2026;05:46;Genlis;2.2;96;0.2;0.4
10/01/2026;06:37;Varanges;2.2;95;0.2;0.4
10/01/2026;06:37;Genlis;2;96;0.3;0.51
10/01/2026;06:58;Varanges;2.5;95;0.1;0.4
10/01/2026;06:58;Genlis;2.3;95;0;0.51
10/01/2026;07:27;Varanges;2.2;94;0.1;0.51
10/01/2026;07:27;Genlis;2.1;95;0.1;0.61
10/01/2026;07:42;Varanges;2.1;94;0.1;0.51
10/01/2026;07:42;Genlis;1.9;94;0.1;0.61
10/01/2026;07:54;Varanges;2.5;95;0.1;0.51
10/01/2026;07:54;Genlis;2.2;95;0.1;0.61
10/01/2026;08:32;Varanges;2.8;93;0;0.51
10/01/2026;08:32;Genlis;2.7;93;0;0.61
10/01/2026;08:57;Varanges;3.1;93;0;0.51
10/01/2026;08:57;Genlis;3;91;0;0.61
10/01/2026;09:29;Varanges;3.3;92;0;0.51
10/01/2026;09:29;Genlis;3;91;0;0.61
10/01/2026;09:45;Varanges;3.4;91;0;0.51
10/01/2026;09:45;Genlis;3.2;88;0;0.61
10/01/2026;10:25;Varanges;3.2;90;0;0.51
10/01/2026;10:25;Genlis;3.1;88;0;0.61
10/01/2026;10:45;Varanges;3.6;92;0;0.51
10/01/2026;10:45;Genlis;3.7;91;0;0.61
10/01/2026;11:20;Varanges;3.3;90;0;0.51
10/01/2026;11:20;Genlis;3.6;88;0;0.61
10/01/2026;11:40;Varanges;3.5;91;0;0.51
10/01/2026;11:40;Genlis;3.7;90;0;0.61
10/01/2026;11:53;Varanges;4;93;0;0.51
10/01/2026;11:53;Genlis;4;89;0;0.61
10/01/2026;12:50;Varanges;4.1;88;0;0.51
10/01/2026;12:50;Genlis;4.2;81;0;0.61
10/01/2026;13:32;Varanges;3.7;87;0;0.51
10/01/2026;13:32;Genlis;4.1;84;0;0.61
10/01/2026;13:53;Varanges;3.2;89;0;0.51
10/01/2026;13:53;Genlis;3.5;87;0;0.61
10/01/2026;14:23;Varanges;2.7;90;0;0.51
10/01/2026;14:23;Genlis;2.8;90;0;0.61
10/01/2026;14:44;Varanges;2.5;90;0;0.51
10/01/2026;14:44;Genlis;2.5;91;0;0.61
10/01/2026;14:56;Varanges;2.5;90;0;0.51
10/01/2026;14:56;Genlis;2.5;91;0;0.61
10/01/2026;15:27;Varanges;2.3;90;0;0.51
10/01/2026;15:27;Genlis;2.3;91;0;0.61
10/01/2026;15:43;Varanges;2.3;91;0;0.51
10/01/2026;15:43;Genlis;2.2;91;0;0.61
10/01/2026;15:55;Varanges;2.2;91;0;0.51
10/01/2026;15:55;Genlis;2.2;91;0;0.61
10/01/2026;16:32;Varanges;2.2;91;0;0.51
10/01/2026;16:32;Genlis;2;92;0;0.61
10/01/2026;16:56;Varanges;2.1;91;0;0.51
10/01/2026;16:56;Genlis;1.9;92;0;0.61
10/01/2026;17:24;Varanges;2.1;91;0;0.51
10/01/2026;17:24;Genlis;2;92;0;0.61
10/01/2026;17:42;Varanges;2.2;91;0;0.51
10/01/2026;17:42;Genlis;2;92;0;0.61
10/01/2026;17:54;Varanges;2.1;91;0;0.51
10/01/2026;17:54;Genlis;2.1;92;0;0.61
10/01/2026;18:35;Varanges;2.1;91;0;0.51
10/01/2026;18:35;Genlis;2.2;91;0;0.61
10/01/2026;18:57;Varanges;2.1;91;0;0.51
10/01/2026;18:57;Genlis;2.2;91;0;0.61
10/01/2026;19:22;Varanges;2.2;91;0;0.51
10/01/2026;19:22;Genlis;2.3;90;0;0.61
10/01/2026;19:39;Varanges;2.1;91;0;0.51
10/01/2026;19:39;Genlis;2.3;90;0;0.61
10/01/2026;19:52;Varanges;2.1;91;0;0.51
10/01/2026;19:52;Genlis;2.3;91;0;0.61
10/01/2026;20:27;Varanges;2;91;0;0.51
10/01/2026;20:27;Genlis;2.1;91;0;0.61
10/01/2026;20:45;Varanges;2;92;0;0.51
10/01/2026;20:45;Genlis;1.9;92;0;0.61
10/01/2026;21:22;Varanges;1.8;92;0;0.51
10/01/2026;21:22;Genlis;1.6;94;0;0.61
10/01/2026;21:41;Varanges;1.7;92;0;0.51
10/01/2026;21:41;Genlis;1.4;95;0;0.61
10/01/2026;21:54;Varanges;1.6;93;0;0.51
10/01/2026;21:54;Genlis;1.4;95;0;0.61
10/01/2026;22:24;Varanges;1.5;93;0;0.51
10/01/2026;22:24;Genlis;1.4;95;0;0.61
10/01/2026;22:44;Varanges;1.6;93;0;0.51
10/01/2026;22:44;Genlis;1.4;95;0;0.61
10/01/2026;22:56;Varanges;1.7;92;0;0.51
10/01/2026;22:56;Genlis;1.4;95;0;0.61
10/01/2026;23:26;Varanges;1.6;92;0;0
10/01/2026;23:26;Genlis;1.3;95;0;0
10/01/2026;23:43;Varanges;1.5;92;0;0
10/01/2026;23:43;Genlis;1.2;95;0;0
10/01/2026;23:55;Varanges;1.4;92;0;0
10/01/2026;23:55;Genlis;1.1;95;0;0
11/01/2026;02:26;Varanges;1.3;93;0;0
11/01/2026;02:26;Genlis;1;96;0;0
11/01/2026;04:02;Varanges;0.7;95;0;0
11/01/2026;04:02;Genlis;0.4;96;0;0
11/01/2026;04:57;Varanges;0.8;95;0;0
11/01/2026;05:34;Varanges;0.5;95;0;0
11/01/2026;05:56;Varanges;0.5;95;0;0
11/01/2026;05:56;Genlis;0.3;96;0;0
11/01/2026;06:41;Varanges;0.4;96;0;0
11/01/2026;06:41;Genlis;0.3;97;0;0
11/01/2026;07:01;Varanges;0.5;96;0;0
11/01/2026;07:01;Genlis;0.4;97;0;0
11/01/2026;07:33;Varanges;0.3;96;0;0
11/01/2026;07:33;Genlis;0.4;97;0;0
11/01/2026;07:52;Varanges;0.3;96;0;0
11/01/2026;07:52;Genlis;0.3;97;0;0
11/01/2026;08:33;Varanges;0.5;96;0;0
11/01/2026;08:33;Genlis;0.5;97;0;0
11/01/2026;08:57;Varanges;0.8;97;0;0
11/01/2026;08:57;Genlis;0.7;97;0;0
11/01/2026;09:29;Varanges;1.3;97;0;0
11/01/2026;09:29;Genlis;1.4;97;0;0
11/01/2026;09:46;Varanges;1.7;97;0;0
11/01/2026;09:46;Genlis;1.6;97;0;0
11/01/2026;10:26;Varanges;2.4;96;0;0
11/01/2026;10:26;Genlis;2.2;97;0;0
11/01/2026;10:47;Varanges;2.7;96;0;0
11/01/2026;10:47;Genlis;2.5;96;0;0
11/01/2026;11:21;Varanges;3.2;95;0;0
11/01/2026;11:21;Genlis;3.2;96;0;0
11/01/2026;11:40;Varanges;3.3;94;0;0
11/01/2026;11:40;Genlis;3.6;95;0;0
11/01/2026;11:53;Varanges;3.5;94;0;0
11/01/2026;11:53;Genlis;3.6;94;0;0
11/01/2026;12:51;Varanges;4;91;0;0
11/01/2026;12:51;Genlis;4.3;90;0;0
11/01/2026;13:33;Varanges;4.9;89;0;0
11/01/2026;13:33;Genlis;3.5;84;0;0
11/01/2026;13:54;Varanges;5;88;0;0
11/01/2026;13:54;Genlis;3.1;86;0;0
11/01/2026;14:24;Varanges;4.9;86;0;0
11/01/2026;14:24;Genlis;2.8;86;0;0
11/01/2026;14:44;Varanges;4.2;85;0;0
11/01/2026;14:44;Genlis;2.7;87;0;0
11/01/2026;14:56;Varanges;3.8;85;0;0
11/01/2026;15:27;Varanges;3.2;86;0;0
11/01/2026;15:44;Varanges;2.6;86;0;0
11/01/2026;15:56;Varanges;2.2;86;0;0
11/01/2026;15:56;Genlis;1.6;89;0.1;0.1
11/01/2026;16:33;Varanges;0.7;88;0;0
11/01/2026;16:33;Genlis;0.1;90;0.1;0.1
11/01/2026;17:54;Varanges;-1.1;92;0;0
11/01/2026;17:54;Genlis;-1.7;93;0;0.1
11/01/2026;18:35;Varanges;-1.6;93;0;0
11/01/2026;18:35;Genlis;-2.6;93;0;0.1
11/01/2026;21:22;Varanges;-2;96;0;0
11/01/2026;21:22;Genlis;-1.6;97;0;0.1
11/01/2026;21:41;Varanges;-1.8;96;0;0
11/01/2026;21:41;Genlis;-1.2;97;0;0.1
11/01/2026;21:53;Varanges;-1.6;96;0;0
11/01/2026;21:53;Genlis;-1.1;97;0;0.1
11/01/2026;22:24;Varanges;-1.1;97;0;0
11/01/2026;22:24;Genlis;-0.8;97;0;0.1
11/01/2026;22:45;Varanges;-0.7;97;0;0
11/01/2026;22:45;Genlis;-0.6;97;0;0.1
11/01/2026;23:24;Varanges;-0.6;96;0;0
11/01/2026;23:24;Genlis;-0.4;97;0;0
11/01/2026;23:42;Varanges;-0.5;96;0;0
11/01/2026;23:42;Genlis;-0.4;97;0;0
11/01/2026;23:54;Varanges;-0.5;96;0;0
11/01/2026;23:54;Genlis;-0.3;97;0;0
12/01/2026;02:10;Varanges;0.4;96;0;0
12/01/2026;03:57;Varanges;1.3;95;0.1;0.1
12/01/2026;03:57;Genlis;1.1;96;0;0
12/01/2026;04:56;Varanges;1.9;94;0;0.1
12/01/2026;04:56;Genlis;1.8;95;0;0
12/01/2026;05:36;Varanges;2;94;0;0.1
12/01/2026;05:36;Genlis;1.9;94;0;0
12/01/2026;05:59;Varanges;2.1;94;0;0.1
12/01/2026;05:59;Genlis;1.9;94;0;0
12/01/2026;06:52;Varanges;2.4;93;0;0.1
12/01/2026;06:52;Genlis;2.3;94;0;0
12/01/2026;07:32;Varanges;2.5;93;0;0.1
12/01/2026;07:32;Genlis;2.5;94;0;0
12/01/2026;07:55;Varanges;2.6;93;0.3;0.4
12/01/2026;07:55;Genlis;2.5;94;0.3;0.3
12/01/2026;08:40;Varanges;3;93;0.4;0.51
12/01/2026;08:40;Genlis;2.7;95;0.51;0.51
12/01/2026;09:03;Varanges;3.2;93;0.2;0.61
12/01/2026;09:03;Genlis;2.9;95;0.1;0.61
12/01/2026;09:47;Varanges;3.4;93;0.3;0.81
12/01/2026;09:47;Genlis;3.1;95;0.4;0.91
12/01/2026;10:31;Varanges;3.8;94;0.3;1.11
12/01/2026;10:31;Genlis;3.5;94;0.51;1.31
12/01/2026;10:58;Varanges;4.6;93;0.3;1.11
12/01/2026;10:58;Genlis;4.3;92;0.3;1.31
12/01/2026;11:29;Varanges;5;92;0.3;1.41
12/01/2026;11:29;Genlis;4.7;91;0.1;1.41
12/01/2026;11:46;Varanges;5.7;92;0.3;1.41
12/01/2026;11:46;Genlis;5.2;90;0.2;1.52
12/01/2026;12:57;Varanges;6.9;89;0;1.41
12/01/2026;12:57;Genlis;6.9;82;0;1.52
12/01/2026;13:49;Varanges;6.7;87;0;1.41
12/01/2026;13:49;Genlis;6.8;81;0;1.52
12/01/2026;14:04;Varanges;6.9;86;0;1.41
12/01/2026;14:04;Genlis;7;81;0;1.52
12/01/2026;14:31;Varanges;7.1;84;0;1.41
12/01/2026;14:31;Genlis;7.2;81;0;1.52
12/01/2026;15:00;Varanges;7;83;0;1.41
12/01/2026;15:00;Genlis;6.9;84;0;1.52
12/01/2026;15:43;Varanges;6.8;84;0;1.41
12/01/2026;15:43;Genlis;6.7;84;0;1.52
12/01/2026;16:00;Varanges;6.5;83;0;1.41
12/01/2026;16:00;Genlis;6.4;80;0;1.52
12/01/2026;16:46;Varanges;5.4;83;0;1.41
12/01/2026;16:46;Genlis;5.5;80;0;1.52
12/01/2026;17:27;Varanges;5.4;83;0;1.41
12/01/2026;17:27;Genlis;4.8;82;0;1.52
12/01/2026;17:47;Varanges;5.2;82;0;1.41
12/01/2026;17:47;Genlis;4.9;82;0;1.52
12/01/2026;18:39;Varanges;5.4;82;0;1.41
12/01/2026;18:39;Genlis;5.2;80;0;1.52
12/01/2026;19:02;Varanges;5;81;0;1.41
12/01/2026;19:02;Genlis;5;79;0;1.52
12/01/2026;19:32;Varanges;5.2;82;0;1.41
12/01/2026;19:32;Genlis;5;79;0;1.52
12/01/2026;19:52;Varanges;5.2;81;0;1.41
12/01/2026;19:52;Genlis;5;80;0;1.52
12/01/2026;20:30;Varanges;5.3;83;0;1.41
12/01/2026;20:30;Genlis;5.1;82;0;1.52
12/01/2026;20:56;Varanges;5.6;85;0;1.41
12/01/2026;20:56;Genlis;5;85;0;1.52
12/01/2026;21:29;Varanges;5.2;86;0;1.41
12/01/2026;21:29;Genlis;5.2;88;0;1.52
12/01/2026;21:47;Varanges;4.7;87;0;1.41
12/01/2026;21:47;Genlis;5.2;90;0;1.52
12/01/2026;22:23;Varanges;5.5;89;0;1.41
12/01/2026;22:23;Genlis;5.7;91;0;1.52
12/01/2026;22:44;Varanges;5.8;90;0;1.41
12/01/2026;22:44;Genlis;6.2;91;0;1.52
12/01/2026;22:57;Varanges;5.6;89;0;1.41
12/01/2026;22:57;Genlis;6.2;91;0;1.52
12/01/2026;23:24;Varanges;4.7;90;0;0
12/01/2026;23:24;Genlis;6;91;0;0
12/01/2026;23:41;Varanges;4.5;92;0;0
12/01/2026;23:41;Genlis;6;92;0;0
12/01/2026;23:53;Genlis;5.9;92;0;0
13/01/2026;05:14;Varanges;0.5;96;0;0
13/01/2026;05:14;Genlis;0.7;96;0;0
13/01/2026;05:44;Varanges;0.8;96;0;0
13/01/2026;05:44;Genlis;0.5;96;0;0
13/01/2026;05:57;Varanges;0.8;97;0;0
13/01/2026;05:57;Genlis;0.6;97;0;0
13/01/2026;06:48;Varanges;1;97;0;0
13/01/2026;06:48;Genlis;0.9;97;0;0
13/01/2026;07:29;Varanges;1.1;97;0;0
13/01/2026;07:29;Genlis;1.6;97;0;0
13/01/2026;07:47;Varanges;1.4;97;0;0
13/01/2026;07:47;Genlis;1.6;96;0;0
13/01/2026;08:37;Varanges;2.3;98;0;0
13/01/2026;08:37;Genlis;2.4;97;0;0
13/01/2026;09:02;Varanges;2.9;98;0;0
13/01/2026;09:02;Genlis;3;97;0;0
13/01/2026;09:43;Varanges;5;99;0;0
13/01/2026;09:43;Genlis;5.7;96;0;0
13/01/2026;09:58;Varanges;6.2;99;0;0
13/01/2026;09:58;Genlis;6.4;96;0;0
13/01/2026;10:36;Varanges;8.6;99;0;0
13/01/2026;10:36;Genlis;9.1;96;0;0
13/01/2026;10:58;Varanges;11.3;97;0;0
13/01/2026;10:58;Genlis;10.6;95;0;0
13/01/2026;11:30;Varanges;12.9;91;0;0
13/01/2026;11:30;Genlis;12.4;86;0;0
13/01/2026;11:47;Varanges;13.5;90;0;0
13/01/2026;11:47;Genlis;12.3;83;0;0
13/01/2026;12:58;Varanges;14.6;80;0;0
13/01/2026;12:58;Genlis;12.6;84;0;0
13/01/2026;13:48;Varanges;14.2;80;0;0
13/01/2026;13:48;Genlis;12.9;84;0;0
13/01/2026;14:30;Varanges;13.8;78;0;0
13/01/2026;14:30;Genlis;13.2;80;0;0
13/01/2026;15:00;Varanges;13.1;80;0;0
13/01/2026;15:00;Genlis;12.7;81;0;0
13/01/2026;15:43;Varanges;12.4;82;0;0
13/01/2026;15:43;Genlis;12.1;82;0;0
13/01/2026;16:01;Varanges;12.3;82;0;0
13/01/2026;16:01;Genlis;11.9;82;0;0
13/01/2026;16:50;Varanges;11.9;82;0;0
13/01/2026;16:50;Genlis;11.3;83;0;0
13/01/2026;17:31;Varanges;11.3;83;0;0
13/01/2026;17:31;Genlis;10.9;84;0;0
13/01/2026;17:57;Varanges;11.2;83;0;0
13/01/2026;17:57;Genlis;10.8;84;0;0
13/01/2026;18:43;Varanges;9.7;85;0;0
13/01/2026;18:43;Genlis;9.9;85;0;0
13/01/2026;19:02;Varanges;9.6;86;0;0
13/01/2026;19:02;Genlis;9.3;87;0;0
13/01/2026;19:32;Varanges;9;86;0;0
13/01/2026;19:32;Genlis;8.6;90;0;0
13/01/2026;19:52;Varanges;8.4;87;0;0
13/01/2026;19:52;Genlis;8.2;90;0;0
13/01/2026;20:31;Varanges;7.4;89;0;0
13/01/2026;20:31;Genlis;7.6;91;0;0
13/01/2026;20:57;Genlis;7.5;92;0;0
13/01/2026;21:30;Genlis;6.9;91;0;0
13/01/2026;21:53;Genlis;6.3;92;0;0
13/01/2026;22:27;Genlis;5.3;93;0;0
13/01/2026;23:55;Genlis;7.3;93;0;0
14/01/2026;02:09;Varanges;7.9;90;0;0
14/01/2026;02:09;Genlis;8.8;87;0;0
14/01/2026;03:55;Genlis;7.2;91;0;0
14/01/2026;04:50;Genlis;5.9;92;0;0
14/01/2026;05:30;Genlis;5;93;0;0
14/01/2026;07:54;Varanges;5.9;95;0;0
14/01/2026;07:54;Genlis;5.6;96;0;0
14/01/2026;08:37;Varanges;6.8;96;0;0
14/01/2026;08:37;Genlis;7.1;96;0;0
14/01/2026;09:03;Varanges;7.3;95;0;0
14/01/2026;09:03;Genlis;7.6;95;0;0
14/01/2026;09:44;Varanges;9.1;94;0;0
14/01/2026;09:44;Genlis;9;94;0;0
14/01/2026;09:59;Varanges;9.6;93;0;0
14/01/2026;09:59;Genlis;9.5;93;0;0
14/01/2026;10:38;Varanges;10.7;92;0;0
14/01/2026;10:38;Genlis;11.1;88;0;0
14/01/2026;10:59;Varanges;11.1;90;0;0
14/01/2026;10:59;Genlis;11.2;86;0;0
14/01/2026;11:31;Varanges;11.8;88;0;0
14/01/2026;11:31;Genlis;11.6;86;0;0
14/01/2026;11:53;Varanges;12;88;0;0
14/01/2026;11:53;Genlis;11.8;85;0;0
14/01/2026;12:57;Varanges;12.4;87;0;0
14/01/2026;12:57;Genlis;12.4;83;0;0
14/01/2026;13:47;Varanges;12.4;87;0;0
14/01/2026;13:47;Genlis;12.6;83;0;0
14/01/2026;14:30;Varanges;11.6;88;0;0
14/01/2026;14:30;Genlis;12.1;84;0;0
14/01/2026;15:00;Varanges;11.2;89;0;0
14/01/2026;15:00;Genlis;11.6;85;0;0
14/01/2026;15:39;Varanges;10.5;90;0;0
14/01/2026;15:39;Genlis;10.5;88;0;0
14/01/2026;15:57;Genlis;10.2;89;0;0
14/01/2026;16:42;Genlis;9.1;92;0;0
14/01/2026;18:40;Genlis;8.9;91;0;0
14/01/2026;19:01;Varanges;9.4;91;0;0
14/01/2026;19:01;Genlis;9.2;91;0;0
14/01/2026;19:32;Varanges;9.3;90;0;0
14/01/2026;19:32;Genlis;9.5;89;0;0
14/01/2026;19:52;Varanges;9;90;0;0
14/01/2026;19:52;Genlis;9.5;89;0;0
14/01/2026;20:27;Varanges;8.4;91;0;0
14/01/2026;20:27;Genlis;9.2;90;0;0
14/01/2026;20:47;Varanges;8.2;92;0;0
14/01/2026;20:47;Genlis;9.1;90;0;0
14/01/2026;21:27;Varanges;8;92;0;0
14/01/2026;21:27;Genlis;8.6;92;0;0
14/01/2026;21:47;Varanges;8.1;93;0;0
14/01/2026;21:47;Genlis;8.5;93;0;0
14/01/2026;22:28;Varanges;8.2;92;0;0
14/01/2026;22:28;Genlis;8.4;93;0;0
14/01/2026;22:50;Varanges;8.1;93;0;0
14/01/2026;22:50;Genlis;8.3;94;0;0
14/01/2026;23:22;Varanges;7.7;92;0;0
14/01/2026;23:22;Genlis;8.1;94;0;0
14/01/2026;23:42;Varanges;7.9;93;0;0
14/01/2026;23:42;Genlis;8.1;94;0;0
14/01/2026;23:54;Varanges;7.9;93;0;0
14/01/2026;23:54;Genlis;8.2;94;0;0
15/01/2026;02:04;Varanges;7.4;95;1.01;1.01
15/01/2026;02:04;Genlis;7.8;96;1.01;1.01
15/01/2026;03:49;Genlis;7.4;96;0;1.21
15/01/2026;04:46;Varanges;6.2;96;0;1.21
15/01/2026;04:46;Genlis;6.5;95;0;1.21
15/01/2026;05:30;Varanges;6;97;0;1.21
15/01/2026;05:30;Genlis;5.9;96;0;1.21
15/01/2026;07:29;Varanges;7.6;97;0;1.21
15/01/2026;07:29;Genlis;7.4;96;0;1.21
15/01/2026;07:48;Varanges;7.4;97;0;1.21
15/01/2026;07:48;Genlis;6.9;95;0;1.21
15/01/2026;08:37;Varanges;6.5;97;0;1.21
15/01/2026;08:37;Genlis;6.7;96;0;1.21
15/01/2026;09:58;Varanges;8.1;98;0;1.21
15/01/2026;09:58;Genlis;8.5;95;0;1.21
15/01/2026;10:36;Varanges;9.7;99;0;1.21
15/01/2026;10:36;Genlis;10.3;96;0;1.21
15/01/2026;10:58;Varanges;10.7;98;0;1.21
15/01/2026;10:58;Genlis;11.8;95;0.1;1.31
15/01/2026;11:29;Varanges;12.5;96;0;1.21
15/01/2026;11:29;Genlis;11.9;92;0.1;1.31
15/01/2026;11:47;Varanges;12.8;95;0;1.21
15/01/2026;11:47;Genlis;11.5;91;0;1.31
15/01/2026;12:56;Varanges;14;86;0;1.21
15/01/2026;12:56;Genlis;11.5;89;0;1.31
15/01/2026;13:46;Varanges;13.9;81;0;1.21
15/01/2026;13:46;Genlis;11.9;85;0;1.31
15/01/2026;14:29;Varanges;13;80;0;1.21
15/01/2026;14:29;Genlis;12.1;84;0;1.31
15/01/2026;14:54;Varanges;12.5;81;0;1.21
15/01/2026;14:54;Genlis;11.7;82;0;1.31
15/01/2026;16:03;Varanges;11.5;80;0;1.21
15/01/2026;16:03;Genlis;10.6;83;0;1.31
15/01/2026;18:02;Genlis;7.7;90;0;1.31
15/01/2026;18:55;Genlis;7.4;90;0;1.31
15/01/2026;19:29;Genlis;6.6;92;0;1.31
15/01/2026;19:49;Genlis;6.2;93;0;1.31
15/01/2026;20:57;Varanges;7.2;89;0;1.21
15/01/2026;21:30;Varanges;6.6;90;0;1.21
15/01/2026;23:26;Varanges;9;89;0;0
15/01/2026;23:26;Genlis;8.9;88;0;0
15/01/2026;23:44;Varanges;9.1;88;0;0
15/01/2026;23:44;Genlis;8.9;88;0;0
15/01/2026;23:57;Varanges;9;87;0;0
15/01/2026;23:57;Genlis;8.9;88;0;0
16/01/2026;02:24;Varanges;9;87;0;0
16/01/2026;02:24;Genlis;8.6;89;0;0
16/01/2026;08:36;Varanges;6.1;96;0;0
16/01/2026;09:01;Varanges;7.1;97;0;0
16/01/2026;09:42;Varanges;8;94;0;0
16/01/2026;09:57;Varanges;8.3;94;0;0
16/01/2026;09:57;Genlis;8.2;95;0;0
16/01/2026;10:34;Varanges;9;94;0;0
16/01/2026;10:34;Genlis;8.8;95;0;0
16/01/2026;10:57;Varanges;9.5;93;0;0
16/01/2026;10:57;Genlis;9.3;95;0;0
16/01/2026;11:27;Varanges;10.2;91;0;0
16/01/2026;11:27;Genlis;10.2;93;0;0
16/01/2026;11:46;Varanges;10.4;91;0;0
16/01/2026;11:46;Genlis;10.4;91;0;0
16/01/2026;12:55;Varanges;11;89;0;0
16/01/2026;12:55;Genlis;10.8;88;0;0
16/01/2026;13:41;Varanges;10.2;91;0.1;0.1
16/01/2026;13:41;Genlis;10.3;92;0;0
16/01/2026;14:03;Varanges;10.2;91;0.1;0.1
16/01/2026;14:03;Genlis;10.2;92;0;0
16/01/2026;20:28;Varanges;7.3;96;0.1;0.3
16/01/2026;20:28;Genlis;7.6;96;0;0.2
17/01/2026;02:04;Varanges;6.9;98;0.1;1.01
17/01/2026;02:04;Genlis;6.9;96;0;0.71
17/01/2026;09:52;Varanges;7.5;99;0;1.01
17/01/2026;09:52;Genlis;7.3;96;0;0.91
17/01/2026;10:32;Varanges;8;99;0;1.01
17/01/2026;10:32;Genlis;7.9;96;0;0.91
17/01/2026;10:53;Varanges;8.1;99;0;1.01
17/01/2026;10:53;Genlis;8.1;96;0;0.91
17/01/2026;11:25;Varanges;8.3;98;0;1.01
17/01/2026;11:25;Genlis;8.3;96;0;0.91
17/01/2026;11:38;Varanges;8.5;98;0;1.01
17/01/2026;11:38;Genlis;8.8;96;0;0.91
17/01/2026;11:52;Varanges;9.2;99;0;1.01
17/01/2026;11:52;Genlis;9.2;96;0;0.91
17/01/2026;12:57;Varanges;10.8;94;0;1.01
